A,0.49994367314343835
B,0.42187785560080904
D,0.7223698276002037
A,0.4144969027902565
A,0.9521185442681314
C,0.7124728248374597
A,0.02931665996328192
D,0.9482693935448472
C,0.5492971276622256
D,0.555884389162741
D,0.5781639530138546
A,0.6071655478756643
B,0.30786180816912956
A,0.21920479161585538
B,0.7883162320132621
D,0.6288772234969987
D,0.3156474221201472
D,0.8601126126558657
B,0.4887403382547014
C,0.4912519852902075
B,0.7752477604517475
C,0.9223702289960616
C,0.3938390673186545
A,0.30671767811635875
B,0.5039078752671121
B,0.06385036508657849
C,0.19456417891585454
A,0.48963517301433246
A,0.5736693033839994
A,0.13928556910807943
D,0.563120693977036
C,0.08095065729667783
C,0.919968822081228
D,0.9128364650206336
A,0.32983446943201444
A,0.6242448812511249
A,0.30643959088152883
C,0.9962462900587857
C,0.18049313702079017
A,0.6571483742776576
D,0.40495760295243177
B,0.09132872833133643
C,0.9436536318533565
D,0.6693754903435739
D,0.14542527816603945
B,0.761961090744142
B,0.2676362549640767
B,0.4649831378597795
C,0.29137274473830443
D,0.343591319367598
B,0.4611663518527217
B,0.7048934127379858
B,0.49722071852049776
A,0.536685091154719
D,0.7291715392325052
B,0.08748170480830497
C,0.16317547315590375
C,0.6624352463583205
A,0.11245154126615131
C,0.7588658059220117
C,0.33327996623495515
A,0.1892224152263584
C,0.6394164576124598
B,0.8478915509415917
B,0.47524201094050866
B,0.0793592312410345
C,0.8964844249572771
A,0.050987417838366134
A,0.3910697360624529
D,0.6631805832744575
B,0.05770529748022479
A,0.15119366073730212
A,0.8349313840572473
A,0.2813117510217287
A,0.21690465400657255
C,0.8451724039460647
D,0.9020994169421437
D,0.7026649733396602
C,0.6266712112321076
D,0.2608933068276371
B,0.9160956677931685
A,0.21142167327770123
C,0.6757355461687763
D,0.8690669752737841
A,0.3320137673344573
D,0.7970425023787862
C,0.45865967727359713
A,0.1400263633515113
B,0.4994984956546158
B,0.06518038455882114
D,0.4342075668240495
C,0.7516167478612875
A,0.3223604271857451
B,0.23686366242868118
C,0.6603183783336021
C,0.5897370127899743
D,0.9013996161841195
C,0.7736866421698919
A,0.6229788190452541
B,0.27158820774935366
A,0.3117826986291504
B,0.10968176311662048
D,0.530165247490123
D,0.8701314733909843
C,0.6082102268639354
C,0.22673913835366066
C,0.9917915947316858
B,0.51963347734458
A,0.9753009135902957
D,0.8061288605615888
A,0.0840475377588823
A,0.8523702557259705
A,0.054961653956295486
C,0.6674904465212969
A,0.6752260181897723
B,0.7319631291727636
C,0.9554399056942284
C,0.8959803165400405
B,0.39213678031952803
A,0.5963370631400159
B,0.5689624250482967
D,0.737906888207583
D,0.15346629750315766
B,0.063410346052853
